"F#","Score","nose_score","nose_x","nose_y","leftEye_score","leftEye_x","leftEye_y","rightEye_score","rightEye_x","rightEye_y","leftEar_score","leftEar_x","leftEar_y","rightEar_score","rightEar_x","rightEar_y","leftShoulder_score","leftShoulder_x","leftShoulder_y","rightShoulder_score","rightShoulder_x","rightShoulder_y","leftElbow_score","leftElbow_x","leftElbow_y","rightElbow_score","rightElbow_x","rightElbow_y","leftWrist_score","leftWrist_x","leftWrist_y","rightWrist_score","rightWrist_x","rightWrist_y","leftHip_score","leftHip_x","leftHip_y","rightHip_score","rightHip_x","rightHip_y","leftKnee_score","leftKnee_x","leftKnee_y","rightKnee_score","rightKnee_x","rightKnee_y","leftAnkle_score","leftAnkle_x","leftAnkle_y","rightAnkle_score","rightAnkle_x","rightAnkle_y"
"0","0.7243642069618491","0.9992541670799255","139.61701835682192","88.48407306502351","0.9986527562141418","153.1082771650327","74.69580996353015","0.9964033365249634","121.203653173509","76.73075178028209","0.8517783880233765","174.75124782986111","86.36504046684874","0.877562403678894","101.14432540594363","88.4025587233822","0.9902254939079285","198.20087507659315","178.7839204231195","0.9929383397102356","71.57144384446487","177.48649664684737","0.9308066964149475","247.41534862642976","254.79973447006364","0.9749096632003784","2.0392410427916285","263.8399755427268","0.7996264696121216","205.528604345384","245.66572071176716","0.9665517807006836","57.52582624846814","234.12816410571074","0.8794825077056885","183.62137140012257","322.9305085038717","0.8113963007926941","86.93865208843955","322.362784326604","0.08617343008518219","211.92108353758172","335.6792834796737","0.09864898025989532","1.266659630669488","266.89654054894913","0.03149104490876198","38.30717198988971","242.59397253525998","0.028289759531617165","38.83747973473244","246.55768740493642"
"1","0.7220849191002986","0.9992477893829346","139.59514144199346","88.07543189124725","0.9986612796783447","153.4625204248366","74.45273340275858","0.9963275790214539","121.10290128421161","76.42386377385233","0.8504064083099365","175.0604128370098","86.07321410052545","0.8803754448890686","101.48605845332925","88.46492801092369","0.9903170466423035","199.4370404411765","178.13846554376386","0.9920229911804199","72.53776999080883","176.53350560011063","0.9362871646881104","245.29998978758172","254.98666408842647","0.9732185006141663","1.4545082890130336","265.41712938156803","0.7809213399887085","219.3783828635621","265.83310287610624","0.9657477736473083","54.60171568627451","233.32823626763","0.8769960999488831","184.4168070874183","321.34040765002766","0.7803508639335632","87.5500727634804","322.12795561393807","0.09648621082305908","210.6024528952206","309.4855762582965","0.0951380580663681","0.5486039554371553","265.93985498478986","0.03271730616688728","37.70027110779208","243.24297609582413","0.030221767723560333","38.22721593520221","247.33065174744195"
"2","0.7091847709654009","0.9992570281028748","140.0195791207108","88.19991120194967","0.9988508224487305","153.5483366523693","75.5462457437431","0.996179461479187","120.64033458435458","74.34637019064574","0.8551592826843262","174.2697961345997","86.26410560270327","0.9001919627189636","100.50762101715686","88.0911822023645","0.9903151392936707","199.93491179023695","178.11370579542313","0.9925885796546936","68.22195414624183","179.73989301023232","0.9352101683616638","246.90783930759807","255.7306232283601","0.9695926904678345","1.180492600584342","264.8825910450083","0.7418422102928162","215.39364085477942","266.6380215535122","0.9609459042549133","51.78541395399306","234.36958785605643","0.8527547121047974","183.2568678513072","328.7351463115321","0.7266374826431274","78.9153933057598","326.7076016316372","0.04528290033340454","212.23476434844773","314.0168694690266","0.04779699072241783","1.6248628204944089","267.19492144289273","0.021263625472784042","37.94322294347427","238.87080639864493","0.022272145375609398","1.3980265847997728","254.8989192996405"
"3","0.7111532856874606","0.9992753863334656","139.4187219158497","88.71131829455891","0.9987388253211975","153.46019071691177","75.62349842712943","0.9960438013076782","121.7733704810049","76.22918053010925","0.8528057932853699","174.96696920955884","86.52802864007191","0.8808256387710571","100.67321378421161","87.73259525805449","0.9892846941947937","198.1073357077206","177.51198557625833","0.9928478002548218","69.47106055964052","179.46400330129978","0.936430037021637","246.8435968137255","255.93659257466817","0.9721758365631104","0.999250536650614","265.3383454179342","0.7534789443016052","217.68765318627453","268.1099302578817","0.9612413644790649","55.806358187806374","234.1563429030697","0.8524854183197021","184.0171185661765","328.71382181623346","0.7386002540588379","88.809854345384","327.90890313882744","0.06969011574983597","213.19205090890523","312.85880029728986","0.05002158507704735","122.56002987132354","324.35024025165933","0.024110862985253334","37.67999387254902","240.88410774163444","0.021549498662352562","37.193934621374595","245.28662757535955"
"4","0.7179348586017594","0.9992403984069824","139.76712494893792","88.12775468404315","0.9988009929656982","153.34340213950165","75.36873876521018","0.9963362216949463","121.74703361162175","75.95786035588358","0.8381019830703735","174.95830461090688","86.56471454991704","0.8893252015113831","100.72615879033906","87.54278942547015","0.9901736974716187","199.53784020118465","177.71839243120854","0.9921038150787354","69.08550187653186","178.4503605935426","0.9430973529815674","243.2334271599265","257.12525494330754","0.9747717976570129","1.391915340049594","262.98791936013555","0.7773655652999878","214.7470671211193","267.3680290289685","0.9646913409233093","53.159016129238154","234.91542039719306","0.876086950302124","183.5568097681781","327.719478100802","0.7986129522323608","87.92908911611521","325.80840794386063","0.05573562905192375","212.49265982434642","314.43146562154317","0.06453542411327362","1.5515935810562833","266.83167584174504","0.0238039530813694","40.229113211039625","239.90154435149338","0.022109320387244225","39.494812410641345","244.12063463599284"
"5","0.7137867407325436","0.9992393255233765","140.00690933925654","88.65364817391456","0.998879611492157","153.520587597018","75.71619354518114","0.9963904023170471","122.23092671313317","76.19676438053098","0.8491238951683044","174.95327818627453","86.79224334986864","0.8869671821594238","100.64477060355392","87.45057232612002","0.9903525710105896","200.1352028441585","177.4107104276134","0.9919648170471191","68.2144464231005","178.43585799225664","0.945600152015686","245.890602660335","254.78215310425887","0.9713789224624634","0.34372248680762996","266.3716436065404","0.777549684047699","214.46051304636438","267.746085107854","0.9630169868469238","53.08000153186275","234.28383616219583","0.8542047739028931","183.77667994281046","327.9442279106748","0.7414402365684509","84.30774962979984","325.7259618708518","0.052725061774253845","209.35837290645426","265.50527927094856","0.06388139724731445","121.1575457005719","321.3557366565266","0.026628602296113968","38.922470192504086","240.24427565853154","0.025030970573425293","38.03962258731618","244.65958046702158"
"6","0.7158620936029098","0.9992378950119019","139.7024516186683","88.78981058576467","0.9987737536430359","153.45254736008988","75.73354805465294","0.996326744556427","121.79682712928923","76.37424705302821","0.8442601561546326","174.69724966809642","86.52989210280698","0.879336953163147","100.99769741881128","87.87922546926853","0.989376425743103","198.82062525531046","178.00575458897956","0.9918407201766968","70.11604658139298","178.68572403899338","0.9400784969329834","246.068825316585","255.06321189677823","0.9741952419281006","0.33618222654255386","264.46972872303655","0.7807722687721252","215.70542279411765","266.9573380461837","0.9620608687400818","52.215995040594365","234.24668033566098","0.8594478368759155","182.63067108353758","326.4866111552821","0.7683072090148926","86.36798534517975","324.9085985031803","0.06931436061859131","211.5939829707925","311.00713409153764","0.06895887106657028","2.06931831010806","266.65685062914827","0.024994874373078346","219.98559091605392","318.3471031526549","0.022372914478182793","39.038564644607845","244.78478895879428"
"7","0.7165797625613564","0.9992635846138","140.10025722528596","88.73526784171047","0.9988976120948792","153.2470862694036","75.91180041827987","0.9963706731796265","120.47102385876227","74.48899800798534","0.8673125505447388","175.10461345996734","86.46699618449254","0.8956024050712585","100.49628363715279","87.50898783185842","0.9916461110115051","200.27396407781865","178.80479120575222","0.9924008846282959","68.53914547589869","179.96282796944138","0.9392930269241333","243.26463886335785","260.6563385819967","0.9708563685417175","0.2816825442843967","266.73010902067205","0.7802575826644897","205.03192976409315","248.98590898091817","0.961752712726593","50.45239816304126","234.0078492291206","0.8618851900100708","184.8160169015523","327.6117537506914","0.7613821625709534","87.12627336090686","325.5411387755808","0.05474921315908432","215.27038973141342","333.9598421079923","0.06565772742033005","101.78777158649919","340.86149232577435","0.02214394137263298","41.086728962418306","239.182604224281","0.022384217008948326","20.98886926189747","246.3788435944414"
"8","0.7170808488393531","0.9992408752441406","139.87339792687908","88.2697505444552","0.9988719820976257","153.40172462214053","75.5745703773161","0.9962899684906006","120.40400486366423","74.39416395879425","0.8573402762413025","175.2108545241013","86.15058831409016","0.8975511193275452","100.47541998570262","87.70923715777103","0.9909543991088867","200.1644678053513","177.1290196781665","0.9925712943077087","69.01906530841504","179.3035186497511","0.9398775100708008","244.5709667330474","259.80437962354813","0.9733707308769226","0.7056347840751698","266.06707277551163","0.796534538269043","205.92897901348042","249.61452787956307","0.9623463749885559","50.14259886897467","235.08629182798674","0.8561922907829285","184.67487808925654","326.09460341191925","0.7563681602478027","84.86318550857844","322.6197801438053","0.06138689070940018","211.80710337520426","309.9321267457135","0.0691535621881485","1.9252166249393639","267.3067292069967","0.021534135565161705","40.97212249157476","239.00301502869195","0.02079032175242901","39.83804540696487","243.08595910536508"
"9","0.7157275967080804","0.9992214441299438","139.8374310661765","87.91622735757744","0.9989091157913208","153.11453227124184","75.66586384731058","0.9964727163314819","121.94980596405229","75.99826508918696","0.8677871227264404","175.40444367851308","86.17664438433353","0.9085503220558167","100.2179314108456","87.68221694811257","0.991113007068634","200.1380112591912","177.653187439505","0.9924524426460266","68.20583767361111","180.18997597483408","0.9423072934150696","243.217262816585","257.23665760681695","0.9686568379402161","0.06172575981788386","266.329821021156","0.7966093420982361","215.47570720996734","266.36021976977327","0.9646251201629639","52.705596724366835","232.55190148817758","0.8593930006027222","183.77372791564542","327.6641251555587","0.7574780583381653","87.72151373570262","325.8129774785675","0.040654949843883514","212.414630565768","313.3011053304757","0.04265544191002846","-0.6828321818432778","248.8302207204093","0.01875281147658825","39.7604549632353","239.43115774509127","0.02173011749982834","2.6980633205837674","254.71323739110898"
