"F#","Score","nose_score","nose_x","nose_y","leftEye_score","leftEye_x","leftEye_y","rightEye_score","rightEye_x","rightEye_y","leftEar_score","leftEar_x","leftEar_y","rightEar_score","rightEar_x","rightEar_y","leftShoulder_score","leftShoulder_x","leftShoulder_y","rightShoulder_score","rightShoulder_x","rightShoulder_y","leftElbow_score","leftElbow_x","leftElbow_y","rightElbow_score","rightElbow_x","rightElbow_y","leftWrist_score","leftWrist_x","leftWrist_y","rightWrist_score","rightWrist_x","rightWrist_y","leftHip_score","leftHip_x","leftHip_y","rightHip_score","rightHip_x","rightHip_y","leftKnee_score","leftKnee_x","leftKnee_y","rightKnee_score","rightKnee_x","rightKnee_y","leftAnkle_score","leftAnkle_x","leftAnkle_y","rightAnkle_score","rightAnkle_x","rightAnkle_y"
"0","0.7442651388838011","0.9832553267478943","133.72515510110296","149.7982923119469","0.9806488156318665","144.23786637050654","139.18013581132467","0.9784780740737915","127.05958946078432","141.5796762652102","0.7333694696426392","149.5709348192402","143.0006719268529","0.8149352669715881","111.55801611008988","142.5903212285675","0.9937671422958374","162.3102724162582","190.6505969562362","0.9907472133636475","99.77384280535131","188.168821081651","0.9734671711921692","192.4417573018791","249.20109841675887","0.9471178650856018","77.81782960580065","222.39147625138276","0.9023845195770264","188.61864276960785","291.97648039961285","0.8000341057777405","81.44612630208334","187.9469717920354","0.9793323874473572","150.36065793504903","316.2934051783739","0.9678720831871033","103.1652672462214","318.7487684941925","0.25897425413131714","135.973530688317","355.14161236518254","0.2573612928390503","110.80009510314544","354.9571133503872","0.04116707667708397","-5.645283219081904","305.9682336317755","0.04959529638290405","-1.7605588327046315","306.9968650615321"
"1","0.7457556989701355","0.9860945343971252","133.95290798611111","149.34765841053652","0.9830913543701172","143.9512005974265","139.32161314297568","0.978245198726654","127.4865802440768","141.90532853118088","0.7456951141357422","149.504474315768","143.09676178788717","0.8335585594177246","111.43945631638073","142.04435905524062","0.9940939545631409","161.98736851511438","191.04317184043143","0.9915271401405334","99.77327633527369","187.26184946245854","0.9727829694747925","192.459166283701","249.32031141973178","0.9509515762329102","77.38246144812092","221.95229859478707","0.9101008176803589","188.9114359936683","291.3988717678374","0.8186327219009399","81.70135697508171","187.1319742118363","0.9798083901405334","149.70336116217322","316.38239767699116","0.9682952761650085","103.22943793402779","318.8721135232301","0.24554423987865448","136.79036458333334","355.83676498548124","0.24080806970596313","111.64333767361111","355.5754588979536","0.03664655610918999","217.26063048917484","315.9484215120299","0.04197040945291519","-1.9845305548773873","308.8268502834624"
"2","0.7410723148461651","0.9816942811012268","133.418048534518","150.15977167450222","0.9812280535697937","143.7262082567402","139.65120298672568","0.9781903028488159","127.17234892003677","141.94512561359238","0.7145832180976868","149.05166526245915","143.50338556070244","0.820218026638031","112.85705167483661","145.62217509852047","0.9936895370483398","161.9192963643791","190.8764972517976","0.9914809465408325","99.6768487668505","187.00987689263","0.9725499749183655","192.8344886131536","247.54264899059737","0.9480366110801697","78.29323363459967","222.95518183075222","0.9021130800247192","188.28045215482027","289.96977409430315","0.8145650029182434","81.4575275097018","188.64406889518807","0.9781789183616638","149.96668198529412","316.60410113039273","0.9667201638221741","103.20226332720588","319.37447066855646","0.23725253343582153","136.5411337060866","355.4679614041759","0.23089836537837982","112.24728253931782","355.47499395049783","0.046691544353961945","220.880757250817","297.04364067685293","0.040138792246580124","-2.315941355586831","308.7933403622788"
"3","0.7413635462084237","0.9831125140190125","133.73799243004495","149.684685901203","0.9777325391769409","140.92564402062908","141.75260560702435","0.9760959148406982","127.64552696078432","141.71985727495854","0.7070573568344116","149.45208780126634","142.9355155472207","0.8244364857673645","113.21544372957517","145.3200186670354","0.993597149848938","161.9961448120915","189.86069940887722","0.9914992451667786","99.36636731515523","186.9973349782218","0.9743109941482544","192.4984840941585","247.28939630288997","0.9450808763504028","77.69875919117648","223.09348317374173","0.9136860966682434","188.95322712418303","291.23077122511063","0.812256932258606","80.83135467728759","189.93813843853707","0.9782748222351074","149.050372753268","315.88619806070244","0.9682437181472778","103.15268522773694","318.0436990113385","0.23193390667438507","137.13251251021242","355.47246612278764","0.23527958989143372","113.0252055249183","355.4555167139104","0.04427725449204445","220.3973907271242","296.0172129943308","0.046304889023303986","-2.0222126580531303","308.7841688848175"
"4","0.7399280215887463","0.9824325442314148","133.63944259344365","150.28752419800887","0.9801754355430603","144.0469579758987","140.22173046010786","0.9759948253631592","127.13607887816586","141.94041024267148","0.7230391502380371","149.0853662428513","144.21307319033463","0.811510443687439","112.60399114072713","142.12954360826882","0.9935534000396729","161.92893433415034","190.48380893943585","0.9918253421783447","100.34561855341096","186.36591278346242","0.9709094166755676","193.05261948529412","247.22723766765765","0.9469454288482666","77.8751069112541","222.9140722224143","0.908166229724884","189.28423713235296","290.6796399681969","0.8098859190940857","80.8883766722835","187.450674951604","0.976811408996582","149.58296632455065","317.06782788301996","0.9658228754997253","103.44316470077615","319.3635491565266","0.23230522871017456","136.07246349060458","355.26265642284295","0.2244555503129959","113.08691884957109","355.22188709900445","0.04530615359544754","220.65817440257354","296.8244002350664","0.039637014269828796","-2.9101365531971255","308.52435356747793"
"5","0.7409792652024942","0.9850469827651978","134.5554406658497","149.5466762306416","0.9800930023193359","144.23392501531865","139.49041045872514","0.9762816429138184","127.50242544934642","141.8331071971792","0.7271691560745239","149.1775811887255","143.4210367118363","0.8136536478996277","112.05565608404821","141.06325402724005","0.9941521286964417","162.0840035232843","191.03677125103707","0.9919536709785461","100.56103675194036","187.00966624032083","0.9684867262840271","193.24194814644608","247.30163034084626","0.9361990094184875","78.54990840737337","224.4897352910675","0.919090211391449","189.47098077512257","290.77650762237283","0.8288150429725647","79.41336039624183","190.42085630703818","0.9759823083877563","149.66914956086603","316.4472137721239","0.9642171263694763","103.49748200061275","318.83192754424783","0.22370833158493042","136.24066521139707","355.0264017560841","0.2342768758535385","113.23620366115196","355.0818519254702","0.040852226316928864","220.56777854370915","296.7162545803374","0.03666941821575165","-3.2462996439216965","309.5047294144082"
"6","0.7400496485917007","0.986684262752533","133.66467843647877","148.88214921529317","0.9834383726119995","141.08198976205065","140.67539451396573","0.9796081185340881","126.90142463235294","141.28673992325776","0.7239488959312439","149.4705180249183","142.60618496785122","0.8407958745956421","110.51483353758171","142.73076150269637","0.9940086603164673","162.09448720894608","190.72087380738387","0.990685760974884","99.12687014910131","188.346546814505","0.9694643020629883","184.45756101919935","249.0141201863247","0.9416109919548035","77.91256574244281","224.8274109426853","0.9069072604179382","189.88578048406865","291.5880375414823","0.8130062222480774","80.33084246068219","187.75591014760786","0.9770756959915161","149.89829069648692","317.6939513620022","0.9646658301353455","103.41391569648694","320.390851856333","0.21066364645957947","136.1597158394608","354.68692745782636","0.21343298256397247","114.07143586601308","354.57926792381085","0.04230247065424919","220.73301228043303","295.6466593784569","0.04254467785358429","-2.1010597079407938","308.81605840362283"
"7","0.7390030802172773","0.984486997127533","134.16915594362746","149.71307535087115","0.9809213876724243","144.01019327001634","140.0650861621958","0.9759913086891174","127.09683287377452","141.89042082930035","0.7290490865707397","149.28369459763073","143.88537921736727","0.8067276477813721","112.80388327205883","145.21252117325776","0.9941657781600952","161.93246080984477","190.70875319759404","0.9919089674949646","100.07636176215279","187.0299374740736","0.9712561368942261","184.15206609987746","249.01640495367812","0.941183865070343","78.91141205831292","223.66558243743088","0.916100025177002","188.68639578227126","292.003897607854","0.8112953305244446","79.41724590226715","186.47460937500003","0.9770259261131287","149.5636903850082","317.1918210730089","0.966850221157074","103.23566112642975","320.0384791551438","0.2174685150384903","136.431254467933","355.15289036573563","0.21638010442256927","113.72512318729576","355.1793677405974","0.04032931849360466","220.87105545343138","295.9720037679757","0.04191174730658531","-2.461547103582644","308.34380833448563"
"8","0.7416902221739292","0.9815628528594971","133.86284722222223","149.92894535571074","0.9775116443634033","143.53550730187908","139.39205203436117","0.9757205843925476","126.79589365042892","141.406001538302","0.7434228658676147","148.67267284517976","143.148193359375","0.7977893352508545","111.64634554993873","141.5581573216261","0.9933803081512451","161.58474392361111","190.18387245920908","0.9913458824157715","100.41412951899511","187.30341278346242","0.9681052565574646","184.12120544832518","247.71684224626662","0.9429130554199219","78.76441706239788","223.33785605641594","0.9049977660179138","188.6301157832925","291.0289987209624","0.8225083351135254","78.11243393841912","188.54046036711838","0.9734691977500916","149.27241306678923","315.8850313709901","0.9647987484931946","103.40492398131128","318.2182811635786","0.24516621232032776","136.56222873263889","354.9368907287058","0.24201171100139618","113.20366753472223","354.88539434112283","0.0429638996720314","221.75728592218138","295.6347008089049","0.04106612130999565","-2.5262717951356977","307.86617852945244"
"9","0.7401524308849784","0.9831400513648987","133.89849494485296","149.38797402170908","0.9782140254974365","143.29340916053923","139.42473555033186","0.9774031043052673","126.53021918402779","140.9931392163302","0.7662999629974365","148.87446384803923","143.51877938329648","0.8123112916946411","112.58724437040442","141.6880973883435","0.9939900040626526","161.5408943525327","190.46557941267977","0.9909947514533997","100.31443078533498","188.08478701431142","0.9701360464096069","192.807696972018","247.43165142768254","0.940445065498352","77.89483762254902","222.7392308057937","0.9174140095710754","189.60536981719773","291.43815032148785","0.8065957427024841","79.84594407424429","188.22487079991706","0.975904107093811","148.82244434232027","316.3548832446073","0.9653096795082092","103.27138065512663","318.53775969648785","0.2102690041065216","136.1388920802696","355.0273415894635","0.20642228424549103","112.76906530841504","355.1098524785675","0.046144116669893265","221.30079082414218","295.686262012583","0.04159807786345482","-2.9058925154941537","308.33068307522126"
